,Col 1
3724,"Jackie; For time:  1000 meter Row  45 pound Thruster, 50 reps  30 Pull-ups; Post time to comments.; Compare to 050803."
3725,"4 rounds for time of:  20 pound Wallball, 25 shots  Walking lunges, 100 feet  15 foot Rope climb, 3 ascents; Post time to comments."
3726,Back squat 5-5-5-5-5 reps; Post loads to comments.
3727,Rest Day
3728,30 Muscle-ups for time; Post time to comments.; If you cannot do the muscle-ups do 120 pull-ups and 120 dips.; Compare to 061114.
3729,"For time:  225 pound Deadlift, 21 reps  Run 800 meters  225 pound Deadlift, 15 reps  Run 800 meters  225 pound Deadlift, 9 reps  Run 800 meters; Post time to comments."
3730,"Fran; Three rounds, 21-15- and 9 reps, for time of:  95 pound Thruster  Pull-ups; Post time to comments.; Compare to 061024."
3731,Rest Day
3732,Deadlift 1-1-1-1-1-1-1 reps; Post loads to comments.
3733,Angie; For time:  100 Pull-ups  100 Push-ups  100 Sit-ups  100 Squats; Post time to comments.; Compare to 060515.
3734,Push press 3-3-3-3-3-3-3 reps; Post loads to comments.
3735,Rest Day
3736,Elizabeth; 21-15-9 reps of:  Clean 135 pounds  Ring dips; Post time to comments.; Compare to 061221.
3737,"Complete in as few sets as possible:  95 pound Overhead squat, 75 reps; Post number of sets to completion to comments. Greatest number of reps in any sets breaks ties."
3738,Diane; 21-15-9 reps of:  225 pound Deadlift  Handstand push-ups; Post time to comments.; Compare to 061117.
3739,Rest Day
3740,Run 5 K; Post time to comments.; Compare to 061224.
3741,"For time:  50 Box jump, 24 inch box  50 Jumping pull-ups  50 Kettlebell swings, 1 pood  Walking Lunge, 50 steps  50 Knees to elbows  50 Push press, 45 pounds  50 Back extensions  50 Wall ball shots, 20 pound ball  50 Burpees  50 Double unders; Post time to comments.; Compare to 061204."
3742,"CrossFit Total; Back squat, 1 rep  Shoulder Press, 1 rep  Deadlift, 1 rep; Post total to comments.; Compare to 061212."
3743,Rest Day
3744,"Cindy  Complete as many rounds in 20 minutes as you can of:  5 Pull-ups  10 Push-ups  15 Squats; OR; ""Mary""  Complete as many rounds in 20 minutes as you can of:  5 Handstand Push-ups  10 One legged squats, alternating  15 Pull-ups; Post your choice of girls and rounds completed to comments.; Compare to 061215."
3745,Clean 1-1-1-1-1-1-1-1-1-1 reps; Post loads to comments.; Take each clean from the ground and catch in a squat.; Compare to 061029.
3746,Helen; Three rounds for time:  Run 400 meters  1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing)  12 Pull-ups; Post time to comments.; Compare to 061119.
3747,Rest Day
3748,Front Squat 1-1-1-1-1-1-1 reps; Post loads to comments.
3749,"For time:  Row 1000 meters  Body weight Bench press, 30 reps  Row 1000 meters  Body weight Bench press, 20 reps  Row 1000 meters  Body weight Bench press, 10 reps; Post time to comments."
3750,Weighted Pull-ups 1-1-1-1-1-1-1-1-1-1 reps; Placing a dumbbell between the legs above crossed ankles works great.; Post loads to comments.; Compare to 061017.
3751,Rest Day
3752,"Complete as many rounds in 20 minutes as you can of:  100 m Run  1.5 pood Kettlebell swings, 12 reps  10 Pull-ups; Post rounds completed to comments."
3753,"Complete as many rounds in 20 minutes as you can of:  65 pound Power snatch, 12 reps  10 Push-ups; Post rounds completed to comments."
3754,"Complete as many rounds in 20 minutes as you can of:  65 pound Thruster, 12 reps  10 Pull-ups; Post rounds completed to comments."
3755,Rest Day
3756,Deadlift 5-5-5-5-5 reps; Post loads to comments.
3757,Shoulder Press 5-5-5-5-5 reps; Post loads to comments.
3758,Back Squat 5-5-5-5-5 reps; Post loads to comments.
3759,Rest Day
3760,"Five rounds for time of:  400 meter run  135 pound Thruster, 10 reps; Post time to comments."
3761,"Five rounds for time of:  400 meter run  225 pound Deadlift, 12 reps; Post time to comments."
3762,"Nancy; Five rounds for time of:  400 meter run  95 pound Overhead squat, 15 reps; Post time to comments.; Compare to 060408."
3763,Rest Day
3764,Hang power clean 3-3-3-3-3-3-3 reps; Post loads to comments.
3765,"Three rounds for time of:  Row 1000 meters  45 pound Thruster, 50 reps  30 Pull-ups; Post time to comments."
3766,Shoulder press 3-3-3-3-3 reps; Post loads to comments.
3767,Rest Day
3768,"For eight intervals, squat for twenty seconds and rest for thirty before starting again.; Report least number of squats for any of the eight intervals, compare to best Tabata (20/10) squat score, and post to comments."
3769,Run 5 K; Post time to comments.; Compare to 061115.
3770,"Complete as many rounds as you can in twenty minutes of:  10 Pull-ups  7 Handstand Push-ups  Rope climb, 15 ft  7 Ring Dips; Post rounds completed and any use of legs on rope climb to comments."
3771,Rest Day
3772,Elizabeth; 21-15-9 reps of:  Clean 135 pounds  Ring dips; Post time to comments.; Compare to 061018.
3773,Back squat 3-3-3-3-3 reps; Post loads to comments.
3774,"Fight Gone Bad!; Three rounds of:  Wall-ball, 20 pound ball, 10 ft target (Reps)  Sumo deadlift high-pull, 75 pounds (Reps)  Box Jump, 20"" box (Reps)  Push-press, 75 pounds (Reps)  Row (Calories); In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point.; Add your points and post them to comments.; Compare to 060916."
3775,Rest Day
3776,Lynne; Five rounds for max reps of:  Body weight bench press  Pull-ups; Post reps for both exercises in all rounds.; Compare to 061110.
3777,Deadlift 5-5-5-5-5 reps; Post loads to comments.
3778,"Cindy  Complete as many rounds in 20 minutes as you can of:  5 Pull-ups  10 Push-ups  15 Squats; OR; ""Mary""  Complete as many rounds in 20 minutes as you can of:  5 Handstand Push-ups  10 One legged squats, alternating  15 Pull-ups; Post your choice of girls and rounds completed to comments.; Compare to 061025."
3779,Rest Day
3780,Michael; Three rounds for time of:  Run 800 meters  50 Back Extensions  50 Sit-ups; Post time to comments.; Compare to 060928.
3781,"CrossFit Total; Back squat, 1 rep  Shoulder Press, 1 rep  Deadlift, 1 rep; Post total to comments.; Compare to 061203."
3782,Nicole; Complete as many rounds in 20 minutes as you can of:  Run 400 meters  Max rep Pull-ups; Post number of pull-ups completed for each round to comments.
3783,Rest Day
3784,"Three rounds for time of:  Run 400 meters  65 pound Snatch, 12 reps  21 Pull-ups; Post time to comments"
3785,Hang squat clean 1-1-1-1-1-1-1-1-1-1 reps; Post loads to comments.; Compare to 060531
3786,"For time:  65 pound Thrusters, 50 reps  50 Pull-ups  65 pound Thrusters, 30 reps  30 Pull-ups  65 pound Thrusters, 20 reps  20 Pull-ups; Post time to comments."
3787,Rest Day
3788,"Murph; For time:  1 mile Run  100 Pull-ups  200 Push-ups  300 Squats  1 mile Run; Partition the pull-ups, push-ups, and squats as needed. Start and finish with a mile run. If you've got a twenty pound vest or body armor, wear it.; Post time to comments.; Compare to 060419."
3789,"For time:  50 Box jump, 24 inch box  50 Jumping pull-ups  50 Kettlebell swings, 1 pood  Walking Lunge, 50 steps  50 Knees to elbows  50 Push press, 45 pounds  50 Back extensions  50 Wall ball shots, 20 pound ball  50 Burpees  50 Double unders; Post time to comments.; Compare to 060910."
3790,"CrossFit Total; Back squat, 1 rep  Shoulder Press, 1 rep  Deadlift, 1 rep; Post total to comments."
3791,Rest Day
3792,Run 10 K; Post time to comments.; Compare to 060907.
3793,"Barbara; Five rounds, each for time of:  20 Pull-ups  30 Push-ups  40 Sit-ups  50 Squats; Rest precisely three minutes between each round. Post time for each of five rounds to comments.; Compare to 060619."
3794,Overhead Squat 5-5-5-5-5 reps; Post loads to comments.
3795,Rest Day
3796,Back Squat 3-3-3-3-3-3-3 reps; Post loads to comments.
3797,"With a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.; Use as many sets each minute as needed.; Post number of minutes completed to comments.; Compare to 061013."
3798,Linda; 10-9-8-7-6-5-4-3-2-1 reps of the triplet:; Deadlift: 1 1/2 body weight  Bench press: body weight  Clean: 3/4 body weight; Set up three bars and storm through for time.; Post time to comments.; Compare to 060926.
3799,Rest Day
3800,Front Squat 3-3-3-3-3-3-3 reps; Post loads to comments.
3801,"For time:  225 pound Deadlift, 15 reps  Rope climb, 5 ascents  225 pound Deadlift, 12 reps  Rope climb, 4 ascents  225 pound Deadlift, 9 reps  Rope climb, 3 ascents  225 pound Deadlift, 6 reps  Rope climb, 2 ascents  225 pound Deadlift, 3 reps  Rope climb, 1 ascent; Post time to comments.; WOD demo [video]"
3802,Complete in twenty minutes as many rounds as you can of:  25 Squats  10 Strict pull-ups  10 Ring dips; Post rounds completed to comments.
3803,Rest Day
3804,Helen; Three rounds for time:  Run 400 meters  1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing)  12 Pull-ups; Post time to comments.; Compare to 061009.
3805,Three efforts for time of:  Run 800 meters; Post times to comments.; Rest between efforts.; Compare to 061005.
3806,Diane; 21-15-9 reps of:  225 pound Deadlift  Handstand push-ups; Post time to comments.; Compare to 061026.
3807,Rest Day
3808,Run 5 K; Post time to comments.; Compare to 060915.
3809,30 Muscle-ups for time; Post time to comments.; If you cannot do the muscle-ups do 120 pull-ups and 120 dips.; Compare to 060924.
3810,Thruster 3-2-2-2-1-1-1-1-1 reps; Post loads to comments.
3811,Rest Day
3812,"Seven rounds for time of:  135 pound Clean, 10 reps  Handstand Push-ups, 10 reps; Post time to comments.; Don't unload the catch of the clean before fully extending at the hips and knees. Take each rep from the ground this is not a hang clean."
3813,Lynne; Five rounds for max reps of:  Body weight bench press  Pull-ups; Post reps for both exercises in all rounds.; Compare to 060920.
3814,Back Squat 5-5-5-5-5 reps; Post loads to comments.
3815,Rest Day
3816,Seven rounds for time of:  15 Pull-ups  25 Squats; Post time to comments.
3817,Deadlift 5-5-5-5-5 reps; Post loads to comments.
3818,"Five rounds for time of:  95 pound Power snatch, 15 reps  Run 400 meters; Post time to comments.; Take each snatch from ground to overhead, and on the catch drop the hip as little as possible."
3819,Rest Day
3820,Three rounds for time of:  15 Muscle-ups  100 Squats; Post time to comments
3821,Shoulder press 5-5-5-5-5 reps; Post loads to comments.
3822,"Kelly; Five rounds for time of:  Run 400 meters  30 Box jump, 24 inch box  30 Wall ball shots, 20 pound ball; Post time to comments.; Compare to 060805."
3823,Rest Day
3824,10 rounds for time of:  10 Pull-ups  10 Ring dips; Post time to comments.; Compare to 060503.
3825,Clean 1-1-1-1-1-1-1-1-1-1 reps; Post loads to comments.; Take each clean from the ground and catch in a squat.; Compare to 060830.
3826,"Strung-out, backwards, and upside down Fran; For time:  Run 1200 meters  9 Pull-ups  95 pound Thruster, 9 reps  Run 800 meters  15 Pull-ups  95 pound Thruster, 15 reps  Run 400 meters  21 Pull-ups  95 pound Thruster, 21 reps; Post time to comments."
3827,Rest Day
3828,Diane; 21-15-9 reps of:  225 pound Deadlift  Handstand push-ups; Post time to comments.; Compare to 061016.
3829,"Cindy  Complete as many rounds in 20 minutes as you can of:  5 Pull-ups  10 Push-ups  15 Squats; OR; ""Mary""  Complete as many rounds in 20 minutes as you can of:  5 Handstand Push-ups  10 One legged squats, alternating  15 Pull-ups; Post your choice of girls and rounds completed to comments.; Compare to 060927."
3830,"Fran; Three rounds, 21-15- and 9 reps, for time of:  95 pound Thruster  Pull-ups; Post time to comments.; Compare to 060716."
3831,Rest Day
3832,"Five rounds for time of:  135 pound Deadlift, 15 reps  Run 400 meters  15 GHD Sit-ups; Post time to comments.; Compare to 060315."
3833,For time:  Run 400 meters  21 L-Pull-ups  21 Handstand push-ups  Run 400 meters  15 L-Pull-ups  15 Handstand push-ups  Run 400 meters  9 L-Pull-ups  9 Handstand push-ups; Post time to comments.
3834,Front Squat 3-3-3-3-3-3-3 reps; Post loads to comments.; Compare to 060825.
3835,Rest Day
3836,Elizabeth; 21-15-9 reps of:  Clean 135 pounds  Ring dips; Post time to comments.; Compare to 060811.
3837,Weighted Pull-ups 1-1-1-1-1-1-1-1-1-1 reps; Post loads and bodyweight to comments.; Compare to 060809.
3838,Diane; 21-15-9 reps of:  225 pound Deadlift  Handstand push-ups; Post time to comments.; Compare to 060904.
3839,Rest Day
3840,"Tabata Squats; In twenty seconds, do as many squats as you can, then rest 10 seconds. Repeat this seven more times for a total of 8 intervals, 4 minutes total exercise. The score is the least number of reps for any of the eight intervals."
3841,"With a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.; Use as many sets each minute as needed.; Post number of minutes completed to comments.; Compare to 060725."
3842,J.T.; 21-15-9 reps of:  Handstand push-ups  Ring dips  Push-ups; Post time to comments.; Compare to 060612.
3843,Rest Day
3844,"For time:  20 inch Box jump, 50 reps  Rope climb, 5 ascents  1.5 pood Kettlebell swing, 50 reps  50 sit-ups  40 pound dumbbell Hang power clean, 50 reps  800 meter Run  50 Back extensions; Post time to comments.; Compare to 041115"
3845,Helen; Three rounds for time:  Run 400 meters  1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing)  12 Pull-ups; Post time to comments.; Compare to 060622.
3846,Push Jerk 3-2-2-2-1-1-1-1-1 reps; Post loads to comments.; Compare to 060827.
3847,Rest Day
3848,Annie; 50-40-30-20 and10 rep rounds of:  Double-unders  Sit-ups; Post time to comments.; Compare to 050907.
3849,Three efforts for time of:  Run 800 meters; Post times to comments.; Rest between efforts.; Compare to 060922.
3850,"Three rounds for time of:  95 pound Overhead squat, 15 reps  15 L Pull-ups  95 pound Split-jerk, 15 reps  15 Knees to elbows  95 pound Hang clean, 15 reps  15 Back extensions, with 25 pounds; Post time to comments.; Hold 25 pound plate or dumbbell to chest for back extensions."
3851,Rest Day
3852,Deadlift 2-2-2-2-2-2-2-2-2-2 reps; Post loads to comments.
3853,"Nasty Girls; 3 rounds for time of:  50 Squats  7 Muscle-ups  95 pound Hang power cleans, 10 reps; Post time to comments.; WOD demo [video]"
3854,Back Squat 2-2-2-2-2-2-2-2-2-2 reps; Post loads to comments.
3855,Rest Day
3856,Michael; Three rounds for time of:  Run 800 meters  50 Back Extensions  50 Sit-ups; Post time to comments.; Compare to 060628.
3857,"Cindy  Complete as many rounds in 20 minutes as you can of:  5 Pull-ups  10 Push-ups  15 Squats; OR; ""Mary""  Complete as many rounds in 20 minutes as you can of:  5 Handstand Push-ups  10 One legged squats, alternating  15 Pull-ups; Post your choice of girls and rounds completed to comments.; Compare to 060908."
3858,Linda; 10-9-8-7-6-5-4-3-2-1 reps of the triplet:; Deadlift: 1 1/2 body weight  Bench press: body weight  Clean: 3/4 body weight; Set up three bars and storm through for time.; Post time to comments.; Compare to 060713
3859,Rest Day
3860,30 Muscle-ups for time; Post time to comments.; If you cannot do the muscle-ups do 120 pull-ups and 120 dips.; Compare to 060912.
